name,oblast,latitude,longitude
Лозова Перша,Харківська область,49.869,37.539
Гряниківка,Харківська область,49.8383,37.7092
Дворічне,Харківська область,49.8547,37.7308
Тищенківка,Харківська область,49.7668,37.5544
Благодатівка,Харківська область,49.679,37.5405
Садове,Харківська область,49.6702,37.5935
Стінка,Харківська область,49.6551,37.5641
Василівка,Харківська область,49.6634,37.5043
Пойдунівка,Харківська область,49.6485,37.5151
Великий Виселок,Харківська область,49.8355,37.8865
Петрівка,Харківська область,49.9421,37.802
Станіславка,Харківська область,49.5691,37.2715
Самарське,Харківська область,49.6666,37.1778
Богодарівка,Харківська область,49.6649,37.0731
Таранушине,Харківська область,49.5661,36.9282
Степове,Харківська область,49.6555,36.8262
Залізничне,Харківська область,49.7286,36.8653
Дослідне,Харківська область,49.7254,36.9295
Худоярове,Харківська область,49.7204,37.004
Верхньозорянське,Харківська область,49.7009,37.2008
Таганка,Харківська область,49.8133,36.8808
Осиковий Гай,Харківська область,49.7766,36.7745
Куп’єваха,Харківська область,49.9933,37.2763
Гнилиця,Харківська область,50.0038,37.1982
Бісквітне,Харківська область,49.9423,36.5028
Роздольне,Харківська область,49.8537,36.516
Поди,Харківська область,49.8261,36.562
Українське,Харківська область,49.6621,36.4529
Занки,Харківська область,49.6383,36.4837
Дачне,Харківська область,49.6561,36.4389
Курортне,Харківська область,49.6767,36.452
Вирішальний,Харківська область,49.7186,36.3651
Кирсанове,Харківська область,49.8047,36.3894
Зауддя,Харківська область,49.8019,36.4538
Подольох,Харківська область,49.8292,36.3615
Світанок,Харківська область,49.8757,36.4645
Хроли,Харківська область,49.8992,36.3736
Борове,Харківська область,49.9023,36.3536
Затишшя,Харківська область,49.9538,36.4187
Бражники,Харківська область,49.9928,36.4076
Зернове,Харківська область,49.9886,36.4467
Перемога,Харківська область,49.9891,36.3764
Горбані,Харківська область,49.9408,36.3318
Котляри,Харківська область,49.9107,36.303
Петрищеве,Харківська область,49.8146,36.3021
Звідки,Харківська область,49.7876,36.3015
Іськів Яр,Харківська область,49.6324,36.2906
Роздольне,Харківська область,49.5591,36.1137
Безпалівка,Харківська область,49.5963,36.1686
Гришківка,Харківська область,49.6654,36.1566
Погоріле,Харківська область,49.7581,36.0671
Кравцове,Харківська область,49.7553,36.1089
Реп’яхівка,Харківська область,49.737,36.2095
Олешки,Харківська область,49.9394,36.0825
Григорівка,Харківська область,50.0716,35.9339
Дворічний Кут,Харківська область,50.0426,35.9329
Південне,Харківська область,50.0561,35.9579
Щасливе,Харківська область,50.0915,35.7718
Тернова,Харківська область,50.0313,35.8106
Газове,Харківська область,50.0137,35.7482
Привокзальне,Харківська область,50.0055,35.7582
Симиренківське,Харківська область,50.0137,35.7401
Смородське,Харківська область,49.9946,35.9366
Горіхове,Харківська область,49.9997,35.8567
Ударне,Харківська область,49.9974,35.837
Гурине,Харківська область,49.9933,35.8137
Золочівське,Харківська область,49.954,35.7495
Травневе,Харківська область,49.9562,35.8122
Санжари,Харківська область,49.9605,35.8418
Мищенки,Харківська область,49.988,35.8623
Джерельне,Харківська область,49.9213,35.989
Бурівка,Харківська область,49.916,35.7418
Пасічне,Харківська область,49.9303,35.7383
Свинарі,Харківська область,49.9379,35.7479
Шарівка,Харківська область,49.9188,35.7675
Золочівське,Харківська область,49.8993,35.7576
Буцьківка,Харківська область,49.9253,35.7868
Спартаси,Харківська область,49.9397,35.8161
Бідряги,Харківська область,49.878,35.9833
Бистре,Харківська область,49.8764,35.9515
Верхня Озеряна,Харківська область,49.8331,36.0027
Нижня Озеряна,Харківська область,49.8148,36.0133
Лелюки,Харківська область,49.7602,36.0224
Мокра Рокитна,Харківська область,49.8464,35.9118
Кут,Харківська область,49.8752,35.887
Байрак,Харківська область,49.8943,35.885
Пластунівка,Харківська область,49.8572,35.8336
Яблунівка,Харківська область,49.8513,35.7218
Брідок,Харківська область,49.8192,35.7169
Федорівка,Харківська область,49.8048,35.7629
Круглянка,Харківська область,49.806,35.7345
Нова Мерефа,Харківська область,49.7309,35.9549
Липкуватівка,Харківська область,49.7196,35.9926
Кирюхи,Харківська область,49.7393,36.0383
Гужвинське,Харківська область,49.7349,36.0352
Щебетуни,Харківська область,49.7479,35.9381
Кринички,Харківська область,49.758,35.9697
Новопросянське,Харківська область,49.7335,35.8047
Лихове,Харківська область,49.6612,35.7483
Дерегівка,Харківська область,49.6435,35.7685
Печіївка,Харківська область,49.6133,35.7479
Білоусівка,Харківська область,49.6231,35.746
Клинове,Харківська область,49.6108,35.9946
Червоне,Харківська область,49.5149,35.5544
Високе,Харківська область,49.5015,35.505
Світле,Харківська область,49.5464,35.5518
Гірчаківка,Харківська область,49.6589,35.4572
Українка,Харківська область,49.5803,35.5594
Новоселівка,Харківська область,49.673,35.849
Бражники,Харківська область,49.6544,35.8801
Низівка,Харківська область,49.6464,35.8426
Головнівка,Харківська область,49.6338,35.8567
Червона Поляна,Харківська область,49.634,35.8152
Сосонівка,Харківська область,49.638,35.8835
Моськівка,Харківська область,49.6263,35.8862
Завадівка,Харківська область,49.6215,35.8461
Раківка,Харківська область,49.5662,35.6244
Мокрянка,Харківська область,49.6314,35.5408
Литовки,Харківська область,49.6188,35.6172
Палатки,Харківська область,49.5879,35.7157
Дегтярка,Харківська область,49.6126,35.7112
Серпневе,Харківська область,49.6994,35.4725
Корсунове,Харківська область,49.7244,35.494
Скельки,Харківська область,49.6839,35.5047
Вишневе,Харківська область,49.6776,35.5212
Водяна Балка,Харківська область,49.7076,35.6177
Тугаївка,Харківська область,49.7187,35.6186
Нестеренки,Харківська область,49.729,35.6027
Гребінники,Харківська область,49.7317,35.6286
Велика Кадигробівка,Харківська область,49.724,35.6549
Мірошники,Харківська область,49.7392,35.6565
Мануйлове,Харківська область,49.7659,35.692
Зайцівка,Харківська область,49.7768,35.6691
Довжик,Харківська область,49.7896,35.6996
Данильчин Кут,Харківська область,49.8007,35.6496
Шийки,Харківська область,49.8036,35.684
Катричівка,Харківська область,49.8175,35.6368
Піски,Харківська область,49.8252,35.6671
Лисконоги,Харківська область,49.7698,35.6425
Козаченківка,Харківська область,49.782,35.6462
Мала Кадигробівка,Харківська область,49.7772,35.5924
Щербинівка,Харківська область,49.7944,35.6006
Яхременки,Харківська область,49.7383,35.5808
Косенкове,Харківська область,49.7537,35.5641
Корнієнкове,Харківська область,49.7655,35.5744
Бугаївка,Харківська область,49.7642,35.5454
Вільхівське,Харківська область,49.7782,35.5005
Ясеневе,Харківська область,49.7894,35.4751
Кантакузівка,Харківська область,49.8254,35.5125
Олександрівка,Харківська область,49.7282,35.4351
Миколаївка,Харківська область,49.8264,35.4552
Корсунівка,Харківська область,49.8057,35.5469
Водопій,Харківська область,49.8244,35.5555
Тупицівка,Харківська область,49.7983,35.5648
Перепелицівка,Харківська область,49.7944,35.5783
Кузьмівка,Харківська область,49.8455,35.5529
Круглик,Харківська область,49.847,35.5802
Старі Валки,Харківська область,49.86,35.5682
Гузівка,Харківська область,49.8793,35.6005
Колодківка,Харківська область,49.8747,35.6533
Шевченкове,Харківська область,49.8882,35.6832
Семківка,Харківська область,49.8812,35.6508
Коверівка,Харківська область,49.8974,35.665
Рогівка,Харківська область,49.9104,35.6602
Хворостове,Харківська область,49.9169,35.6959
Мізяки,Харківська область,49.9126,35.6338
Гринців Ріг,Харківська область,49.9195,35.6134
Трохимівка,Харківська область,49.9023,35.5863
Халимонівка,Харківська область,49.911,35.5913
Мандричине,Харківська область,49.987,35.4511
Вікторівка,Харківська область,50.0234,35.6437
Карлівка,Харківська область,50.0753,35.4348
Яблучне,Харківська область,50.0601,35.6653
Балабанівка,Харківська область,50.064,35.6997
Максимівка,Харківська область,50.0918,35.6963
Филоненки,Харківська область,50.1251,35.9867
Коммунар,Харківська область,50.0035,35.9644
Копанки,Харківська область,50.0076,35.6626
Мичуринское,Харківська область,50.0094,35.7166
Рассоховка,Харківська область,49.8909,35.6153
Ильюховка,Харківська область,49.8465,35.5186
Рапсище,Харківська область,49.7385,35.7402
Цацковка,Харківська область,49.6448,35.6867
Гранове,Харківська область,49.5093,35.6198
Шевченка,Полтавська область,49.5031,35.4508
Кілочки,Полтавська область,50.2408,34.4806
Дубівка,Полтавська область,50.2069,34.4742
Хмарівка,Полтавська область,50.2061,34.4605
Дуб’яги,Полтавська область,50.1942,34.4963
Тимченки,Полтавська область,50.1107,34.4981
Василькове,Полтавська область,50.1328,34.4384
Клименки,Полтавська область,49.9953,34.4686
Бабанське,Полтавська область,50.0018,34.4647
Горянщина,Полтавська область,49.9113,34.4564
Заїки,Полтавська область,49.9419,34.4749
Бухалівка,Полтавська область,49.9489,34.5033
Деряги,Полтавська область,49.954,34.5185
Онацьки,Полтавська область,49.886,34.4574
Трояни,Полтавська область,49.8429,34.4691
Судівка,Полтавська область,49.7572,34.4904
Гринівка,Полтавська область,49.7077,34.5303
Лани,Полтавська область,49.7134,34.4338
Веселівка,Полтавська область,49.7369,34.4956
Свічкарівщина,Полтавська область,50.2369,34.5429
Попелівщина,Сумська область,50.236,34.7457
Безруки,Полтавська область,50.009,34.6335
Хижняківка,Полтавська область,49.9974,34.6412
Устименки,Полтавська область,49.9758,34.5256
Діброва,Полтавська область,49.922,34.6071
Яблучне,Полтавська область,49.9787,34.6532
Вільхове,Полтавська область,49.9507,34.6707
Кам’янка,Полтавська область,49.7336,34.5707
Глоди,Полтавська область,49.7231,34.6082
Забаряни,Полтавська область,49.6923,34.663
Яцинова Слобідка,Полтавська область,49.7,34.615
Олепіри,Полтавська область,49.6848,34.6103
Ворони,Полтавська область,49.7446,34.6288
Слинків Яр,Полтавська область,49.7597,34.5893
Проні,Полтавська область,49.7853,34.5405
Підварівка,Полтавська область,49.7899,34.6377
Надержинщина,Полтавська область,49.6624,34.6938
Крюкове,Полтавська область,49.6574,34.7477
Шили,Полтавська область,49.692,34.7165
Сусідки,Полтавська область,49.7287,34.7141
Гонтарі,Полтавська область,49.7662,34.7156
Глобівка,Полтавська область,49.8136,34.7203
Чоботарі,Полтавська область,49.825,34.7376
Зайці Другі,Полтавська область,49.8065,34.7487
Касяни,Полтавська область,49.8007,34.708
Борівське,Полтавська область,49.8393,34.7224
Волошкове,Полтавська область,49.9609,34.4502
Лабурівка,Полтавська область,49.8629,34.6835
Кардашівка,Полтавська область,49.8845,34.6395
Вінтенці,Полтавська область,49.9382,34.5141
Васьки,Полтавська область,49.9107,34.6931
Карабазівка,Полтавська область,49.9229,34.6571
Олефірщина,Полтавська область,49.8847,34.5826
Жовтневе,Полтавська область,49.884,34.5231
Кононенки,Полтавська область,49.9119,34.5134
Перемога,Сумська область,50.1993,34.8886
Восьме Березня,Сумська область,50.2044,34.9312
Камінне,Полтавська область,50.1548,34.8242
Чернещина,Полтавська область,50.0981,34.8449
Капранське,Харківська область,49.9619,34.8937
Степове,Харківська область,50.0736,34.9857
Зубівка,Харківська область,49.9747,34.9953
Комарівка,Харківська область,49.9665,34.9748
Рябоконеве,Харківська область,49.9479,34.9944
Гринів Яр,Харківська область,49.9059,34.9901
Стадниця,Полтавська область,49.9074,34.8913
Ковалеве,Полтавська область,49.9152,34.8708
Лисівщина,Полтавська область,49.7454,34.9286
Підгірне,Полтавська область,49.7827,34.9889
Никонорівка,Полтавська область,49.8129,34.9999
Степове,Полтавська область,49.8287,34.946
Вільхівщина,Полтавська область,49.66,34.8501
Коломак,Полтавська область,49.6537,34.8667
Бурти,Полтавська область,49.6591,34.8907
Тойбік,Полтавська область,49.6566,34.9487
Виноминівка,Полтавська область,49.6697,35.0399
Козаче,Полтавська область,49.8047,35.0247
Коханівка,Полтавська область,49.7876,35.0443
Трудолюбівка,Полтавська область,49.8802,35.0355
Олійники,Харківська область,49.8894,35.0132
Одрада,Харківська область,49.8937,35.0156
Ковалівка,Харківська область,49.9365,35.0173
Терни,Полтавська область,49.8793,34.7862
Ковжижа,Полтавська область,49.8341,34.7814
Назаренки,Полтавська область,49.797,34.7643
Майорівка,Полтавська область,49.8004,34.8849
Васильці,Полтавська область,49.7513,34.7582
Божкове,Полтавська область,49.6587,34.7919
Сягайли,Полтавська область,49.6904,34.7834
Глоби,Полтавська область,49.6893,34.8147
Гаврилки,Полтавська область,49.7034,34.8604
Вільниця,Полтавська область,49.7366,34.9099
Хутірське,Харківська область,49.9572,35.0121
Мирне,Сумська область,50.223,35.0601
Павлівка,Харківська область,50.1741,35.0035
Лучки,Харківська область,50.1437,35.1615
Гаркавець,Харківська область,50.1533,35.0812
Ходунаївка,Харківська область,50.2258,35.2041
Основинці,Харківська область,50.0818,35.162
Петрівське,Харківська область,50.0478,35.1716
Михайлівське,Харківська область,50.0063,35.1064
Сергіївка,Харківська область,49.9738,35.1697
Благодатне,Харківська область,49.9559,35.1696
Бузова,Харківська область,49.9656,35.2371
Коломацький Шлях,Харківська область,49.9669,35.2124
Настеньківка,Харківська область,49.9508,35.2344
Прогрес,Харківська область,49.9282,35.2306
Ковалівське,Харківська область,49.9117,35.0937
Михайлівка,Харківська область,49.8785,35.0678
Кам’яно-Хутірське,Харківська область,49.9333,35.1369
Степове,Харківська область,49.9023,35.1466
Верхні Рівні,Полтавська область,49.7703,35.1821
Григорівка,Харківська область,49.8637,35.1551
Петропавлівка,Харківська область,49.8698,35.1655
Шевченківка,Полтавська область,49.8338,35.1133
Підлісне,Харківська область,49.8794,35.2337
Пащенівка,Харківська область,49.8811,35.2079
Нагальне,Харківська область,49.8409,35.2085
Бардаківка,Харківська область,49.8878,35.2519
Степанівка,Полтавська область,49.8009,35.0846
Нижні Рівні,Полтавська область,49.7551,35.1989
Щасливе,Полтавська область,49.6623,35.1576
Каленикове,Харківська область,49.7512,35.2416
Явтухівка,Харківська область,49.7627,35.2206
Гришкове,Харківська область,49.7865,35.2224
Вдовичине,Харківська область,49.8013,35.2416
Гуртовівка,Харківська область,49.813,35.2632
Пильнянка,Харківська область,50.0931,35.2769
Сорокове,Харківська область,50.0774,35.2681
Володимирівка,Харківська область,50.0752,35.2859
Лісне,Харківська область,50.0459,35.2738
Бузове,Харківська область,50.0064,35.2525
Шевченкове,Харківська область,49.9969,35.2589
Кусторівка,Харківська область,49.9842,35.2754
Гвоздьове,Харківська область,49.8914,35.3663
Бідило,Харківська область,49.9854,35.3532
Дублянка,Харківська область,49.9511,35.3456
Оленівське,Харківська область,50.0337,35.2662
Сонцедарівка,Харківська область,49.9453,35.3554
Водяне,Харківська область,49.9288,35.365
Панасівка,Харківська область,49.9017,35.2716
Гладківка,Харківська область,49.8892,35.2851
Бондарівка,Харківська область,49.7792,35.3307
Андрусівка,Харківська область,49.7766,35.3215
Мозолівка,Харківська область,49.7324,35.3615
Шелудькове,Харківська область,49.7564,35.3477
Ганнівка,Харківська область,49.7509,35.312
Новоселівка,Харківська область,49.6701,35.3687
Крута Балка,Харківська область,49.6731,35.4004
Лозуватка,Полтавська область,49.6796,35.2886
Майдан,Полтавська область,49.7162,35.2563
Очеретове,Харківська область,49.7007,35.2927
Бровкове,Харківська область,49.8537,35.4081
Сургіївка,Харківська область,49.8122,35.3688
Логвинівка,Харківська область,49.8067,35.3801
Дмитрівка,Харківська область,49.8006,35.3859
Дев’ятибратове,Харківська область,50.2172,35.3183
Хорунжее,Харківська область,50.041,35.6146
Турово,Харківська область,49.9885,35.118
Мирное,Харківська область,49.9324,35.2936
Волчье,Харківська область,49.9001,35.3891
Лесное,Харківська область,49.8446,35.2332
Павлівка,Полтавська область,49.7437,35.0487
Божковское,Полтавська область,49.7292,34.8291
Морози,Полтавська область,50.0544,34.4418
Петро-Ганнівка,Полтавська область,50.0809,34.4401
Холодовщина,Полтавська область,50.104,34.5656
Любка,Полтавська область,50.0041,34.7683
Зорівка,Полтавська область,49.656,34.4339
Високе,Полтавська область,50.1827,33.3905
Рудка,Полтавська область,50.2159,33.387
Часниківка,Полтавська область,50.1867,33.3688
Шкадрети,Полтавська область,50.223,33.4196
Саранчине,Полтавська область,50.2494,33.4362
Вовківське,Полтавська область,50.2424,33.4695
Бешти,Полтавська область,50.2144,33.4654
Петрівка,Полтавська область,50.1967,33.491
Сльозиха,Полтавська область,50.2176,33.4904
Потоцьківщина,Полтавська область,50.2208,33.4521
Безводівка,Полтавська область,50.178,33.5008
Гірки,Полтавська область,50.1624,33.4599
Кирсівка,Полтавська область,50.1631,33.4785
Залізняки,Полтавська область,50.1544,33.489
Травневе,Полтавська область,50.1294,33.4907
Сохацьке,Полтавська область,50.1379,33.4595
Григорівка,Полтавська область,50.1455,33.4467
Андріївка,Полтавська область,50.1374,33.4211
Штомпелі,Полтавська область,50.1033,33.3966
Дібрівка,Полтавська область,50.0919,33.4076
Стовбине,Полтавська область,50.0652,33.4588
Глибоке,Полтавська область,50.0346,33.4125
Малинівка,Полтавська область,50.0116,33.4853
Конюшеве,Полтавська область,49.9841,33.3797
Сотницьке,Полтавська область,49.9806,33.3713
Бієве,Полтавська область,49.9697,33.3914
Пологи,Полтавська область,50.0328,33.3557
Показове,Полтавська область,50.0493,33.4457
Броварки,Полтавська область,50.1005,33.326
Миколаївка,Полтавська область,50.1428,33.3722
Давиденки,Полтавська область,50.1345,33.3615
Снітине,Полтавська область,50.1317,33.2743
Чернече,Полтавська область,50.1376,33.2538
Ремівка,Полтавська область,50.1119,33.3351
Вовча Долина,Полтавська область,50.053,33.2242
Стадня,Полтавська область,49.9842,33.2492
Величківка,Полтавська область,49.9214,33.2231
Барвінщина,Полтавська область,49.9718,33.2396
Свічківка,Полтавська область,49.956,33.2141
Рибченки,Полтавська область,49.8612,33.2561
Падусі,Полтавська область,49.8494,33.2328
Носенки,Полтавська область,49.9014,33.3844
Осове,Полтавська область,49.9191,33.3948
Ємці,Полтавська область,49.9275,33.4036
Левченки,Полтавська область,49.942,33.3093
Зубенки,Полтавська область,49.9381,33.298
Іващенки,Полтавська область,49.918,33.2858
Оріхівщина,Полтавська область,49.9076,33.3544
Мелюшки,Полтавська область,49.8368,33.4712
Барилове,Полтавська область,49.7901,33.4729
Павленки,Полтавська область,49.6988,33.3965
Лагодівка,Полтавська область,49.7167,33.4842
Мала Попівка,Полтавська область,49.7621,33.3522
Вербине,Полтавська область,49.7415,33.4215
Ставки,Полтавська область,49.8064,33.2202
Лобкова Балка,Полтавська область,49.8201,33.2213
Радьки,Полтавська область,49.8214,33.2665
Глибока Долина,Полтавська область,49.8137,33.3051
Пристань,Полтавська область,49.7958,33.3342
Середнє,Полтавська область,49.7631,33.2369
Петракіївка,Полтавська область,49.7408,33.2589
Садове,Полтавська область,49.6972,33.2431
Лози,Полтавська область,49.6675,33.2523
Кулики,Полтавська область,49.6829,33.3195
Костюки,Полтавська область,49.7268,33.3315
Червоне,Полтавська область,49.6968,33.4735
Роплянське,Полтавська область,49.7116,33.4445
Передеріївка,Полтавська область,50.249,33.548
Синьощоки,Полтавська область,50.2492,33.5944
Фуглі,Полтавська область,50.2372,33.5328
Запорожці,Полтавська область,50.2373,33.5475
Лісове,Полтавська область,50.2125,33.6356
Мелешки,Полтавська область,50.234,33.7345
Писарівка,Полтавська область,50.1586,33.5369
Булуки,Полтавська область,50.1545,33.5678
Ступки,Полтавська область,50.1691,33.6078
Вовки,Полтавська область,50.121,33.5228
Верховина,Полтавська область,50.0672,33.5638
Котлярі,Полтавська область,50.0675,33.5227
Мала Грем’яча,Полтавська область,50.1308,33.6441
Прокоповичі,Полтавська область,50.1408,33.6985
Сажка,Полтавська область,50.1485,33.7073
Новоселиця,Полтавська область,50.1144,33.7314
Довгалівка,Полтавська область,50.0458,33.7015
Мирне,Полтавська область,50.0453,33.8072
Руда,Полтавська область,50.0145,33.775
Деркачі,Полтавська область,50.0269,33.5696
Веселе,Полтавська область,50.0509,33.5152
Шпакове,Полтавська область,50.0575,33.5099
Любівщина,Полтавська область,49.9867,33.5575
Іващенки,Полтавська область,49.9564,33.7681
Купівщина,Полтавська область,49.9364,33.7578
Марченки,Полтавська область,49.9579,33.7277
Милашенкове,Полтавська область,49.9457,33.7402
Лещенки,Полтавська область,49.9429,33.7163
Дакалівка,Полтавська область,49.8934,33.7803
Кульбашне,Полтавська область,49.8821,33.7036
Пушкареве,Полтавська область,49.6874,33.5674
Мар’янівка,Полтавська область,49.6705,33.5297
Вовнянка,Полтавська область,49.9096,33.6559
Грянчиха,Полтавська область,49.8385,33.7482
Суржки,Полтавська область,49.8574,33.6778
Буряківщина,Полтавська область,49.8331,33.7075
Псільське,Полтавська область,49.8318,33.7747
Кузьменки,Полтавська область,49.8535,33.5926
Широке,Полтавська область,49.8316,33.5346
Рибальське,Полтавська область,49.9028,33.5389
Мала Решетилівка,Полтавська область,49.7939,33.7736
Лугове,Полтавська область,49.7015,33.7696
Морозівщина,Полтавська область,49.6688,33.7262
Сидорівщина,Полтавська область,49.6652,33.707
Дзюбівщина,Полтавська область,49.7007,33.734
Лукаші,Полтавська область,49.7875,33.6554
Гарнокут,Полтавська область,49.7657,33.742
Шепелі,Полтавська область,49.7338,33.7447
Пилипенки,Полтавська область,49.721,33.7327
Стефанівщина,Полтавська область,49.698,33.6892
Широке,Полтавська область,49.6696,33.6139
Балюки,Полтавська область,49.7335,33.6199
Бубереве,Полтавська область,49.8184,33.5203
Кулиничі,Полтавська область,49.789,33.5351
Скибівщина,Полтавська область,49.7555,33.5697
Барилівщина,Полтавська область,49.7336,33.5065
Орликівщина,Полтавська область,49.7468,33.5238
Млини,Полтавська область,50.2039,33.9475
Новий Виселок,Полтавська область,50.1716,33.8349
Кругле Озеро,Полтавська область,50.1384,33.859
Солдатове,Полтавська область,50.1557,33.8678
Глибоке,Полтавська область,50.1349,33.8506
Перевіз,Полтавська область,50.1742,33.9898
Мала Обухівка,Полтавська область,50.157,33.9704
Панасівка,Полтавська область,50.0952,33.9877
Сакалівка,Полтавська область,50.1201,33.9797
Зелений Кут,Полтавська область,50.0925,33.851
Довгалеве,Полтавська область,50.0659,33.8363
Довжок,Полтавська область,50.1941,34.1676
Носи,Полтавська область,49.9963,34.1813
Вертелецьке,Полтавська область,50.0316,34.1186
Климове,Полтавська область,50.0013,34.0608
Маначинівка,Полтавська область,49.9727,34.0928
Маслівці,Полтавська область,49.9562,34.1258
Цисеве,Полтавська область,50.0234,33.8354
Бессараби,Полтавська область,49.9665,33.8422
Коптів,Полтавська область,49.943,33.829
Самари,Полтавська область,49.9074,34.1115
Пелагеївка,Полтавська область,49.8902,34.0705
Петренки,Полтавська область,49.8928,34.1014
Малий Перевіз,Полтавська область,49.9888,34.0473
Підлуки,Полтавська область,49.867,33.8504
Бабичі,Полтавська область,49.837,33.9943
Хвощове,Полтавська область,49.8278,34.0073
Нижні Яреськи,Полтавська область,49.8179,33.8835
Хвальки,Полтавська область,49.8058,33.9033
Бухуни,Полтавська область,49.801,33.9716
Соснівка,Полтавська область,49.7861,33.9171
Римиги,Полтавська область,49.7395,33.891
Мірошники,Полтавська область,49.7457,33.899
Раївка,Полтавська область,49.7174,33.9086
Зозулі,Полтавська область,49.7301,33.9096
Білаші,Полтавська область,49.7197,33.9376
Коліньки,Полтавська область,49.6996,33.9375
Огирівка,Полтавська область,49.7031,33.8629
Коноплянка,Полтавська область,49.6732,33.8303
Дмитрівка,Полтавська область,49.7151,33.9901
Луці,Полтавська область,49.7534,33.996
Лещани,Полтавська область,49.7606,33.9768
Гончарі,Полтавська область,49.7598,33.9565
Чорнобаї,Полтавська область,49.7369,33.9628
Шишацьке,Полтавська область,49.6791,34.0734
Потеряйки-Горові,Полтавська область,49.6963,34.0725
Шарлаї,Полтавська область,49.7182,34.0712
Салимівщина,Полтавська область,49.7239,34.0308
Принцеве,Полтавська область,49.7366,34.0467
Дем’янки,Полтавська область,49.7568,34.0116
Нова Михайлівка,Полтавська область,49.7377,34.1064
Низова Яковенщина,Полтавська область,49.7611,34.012
Яковенщина-Горова,Полтавська область,49.7655,34.0446
Зелене,Полтавська область,49.8134,34.0638
Науменки,Полтавська область,49.8007,34.0689
Шафранівка,Полтавська область,49.7976,34.1154
Маликівщина,Полтавська область,49.8236,34.1241
Горішне,Полтавська область,49.8321,34.1258
Цьови,Полтавська область,49.8278,34.0565
Вишневе,Полтавська область,49.8436,34.0277
Товсте,Полтавська область,49.8439,34.0909
Легейди,Полтавська область,49.8463,34.1188
Славки,Полтавська область,49.6895,34.1831
Писаренки,Полтавська область,49.6546,34.1737
Міжгір’я,Полтавська область,49.7841,34.2124
Кокозівка,Полтавська область,49.811,34.2408
Коляди,Полтавська область,49.8607,34.1847
Переводчикове,Полтавська область,49.8434,34.1606
Гнатенки,Полтавська область,49.8839,34.2174
Гребеняки,Полтавська область,49.9354,34.1415
Христівка,Полтавська область,49.9214,34.2199
Колодяжне,Полтавська область,49.9473,34.2505
Харенки,Полтавська область,49.9717,34.1838
Горобії,Полтавська область,50.2137,34.2974
Переліски,Полтавська область,50.2093,34.3174
Пеленківщина,Полтавська область,50.1895,34.3399
Дадакалівка,Полтавська область,50.1623,34.2897
Іщенківка,Полтавська область,50.129,34.3484
Одрадівка,Полтавська область,50.1492,34.4113
Довбнівка,Полтавська область,50.1424,34.4184
Стрілевщина,Полтавська область,50.0793,34.3964
Кольченки,Полтавська область,50.0242,34.409
Макухи,Полтавська область,50.003,34.3987
Шевченки,Полтавська область,49.9684,34.379
Лавринці,Полтавська область,49.9856,34.4283
Романи,Полтавська область,49.9828,34.3956
Яцине-Окарі,Полтавська область,49.9997,34.3916
Михайлівка,Полтавська область,49.946,34.3181
Миколаївка,Полтавська область,49.9405,34.371
Пругли,Полтавська область,49.9464,34.4327
Тополівка,Полтавська область,49.9261,34.3353
Ярохівка,Полтавська область,49.9106,34.3035
Чернещина,Полтавська область,49.8881,34.2977
Сивці,Полтавська область,49.8424,34.2653
Нелюбівка,Полтавська область,49.847,34.2868
Дейнеківка,Полтавська область,49.8212,34.289
Горбатівка,Полтавська область,49.8757,34.3488
Жадани,Полтавська область,49.8712,34.3776
Хоменки,Полтавська область,49.8834,34.4099
Єлизаветівка,Полтавська область,49.8594,34.4029
Попівка,Полтавська область,49.8242,34.3667
Сохацька Балка,Полтавська область,49.798,34.3604
Борисівка,Полтавська область,49.7695,34.338
Одарюківка,Полтавська область,49.7398,34.3568
Петренки,Полтавська область,49.7322,34.3409
Каплунівка,Полтавська область,49.7228,34.288
Очканівка,Полтавська область,49.735,34.2576
Кучерівка,Полтавська область,49.7463,34.2821
Долина,Полтавська область,49.6993,34.3534
Трирогове,Полтавська область,49.6735,34.3271
Макарцівка,Полтавська область,49.6684,34.3598
Бершацьке,Полтавська область,49.6957,34.4068
Глухове,Полтавська область,49.6687,34.4013
Кошове,Полтавська область,50.1171,33.8594
Зирка,Полтавська область,50.1188,33.8703
Лейків,Полтавська область,49.9062,33.9188
Ивашковка,Полтавська область,49.7765,34.3214
Соколовщина,Полтавська область,49.7499,34.3774
Колодези,Полтавська область,49.7393,34.4136
Новоселица,Полтавська область,50.0967,33.5044
Савицкое,Полтавська область,50.1925,33.5862
Заводище,Полтавська область,50.2255,33.6446
Гирине,Полтавська область,49.6648,33.1618
Байрак,Полтавська область,49.6723,33.12
Курганне,Полтавська область,49.688,33.0867
Нова Петрівка,Полтавська область,49.6988,33.0501
Осокори,Полтавська область,49.6971,33.011
Григорівка,Полтавська область,49.777,33.1137
В’язівок,Полтавська область,49.7204,33.1026
Новий Байрак,Полтавська область,49.7526,33.1842
Куторжиха,Полтавська область,49.757,33.2169
Третякове,Полтавська область,49.7695,33.1379
Дубове,Полтавська область,49.7494,33.1183
Мартинівка,Полтавська область,49.7742,33.0077
Мищенки,Полтавська область,49.801,33.0149
Варварівка,Полтавська область,49.809,33.1003
Шарківщина,Полтавська область,49.8047,33.1409
Коломійцеве Озеро,Полтавська область,49.787,33.1681
Лісянщина,Полтавська область,49.7937,33.1962
